

Test Vectors (password, salt, output) with t_cost=4 and m_cost=16
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000009C0000000000000000000000000000000000000000,DD4290C593D027961CA788AA84235C39113902E78E3C1A643EBDDD3F517023AC
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000009D0000000000000000000000000000000000000000,3254DF76BBA3199835A2E50C2E104759C2FDC1A56E0650E89DD18424EFA195D1
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000009E0000000000000000000000000000000000000000,158CC569A79271F600DA51C294BDD155CCE9383041625A2E61E03A5122E4486B
0000000000000000000000000000000000000000000000000000000000000000,00000000000000000000009F0000000000000000000000000000000000000000,04250CB1E0A007B94B5F92BD896C6DAEEF53EB4C8F02F21AB4359BC391AB217D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A00000000000000000000000000000000000000000,7E20AD231A824D27C746BEF97FCDDF9E89296B1D43C35AA553A630FA5C88535B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A10000000000000000000000000000000000000000,180C8FE7D0055BF10B4693126CA77F22750EF64836B604FD3A9BA01147023C67
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A20000000000000000000000000000000000000000,9EAE4FDBFD6BEF65C3A22E7D8E22B293DBA7881C53AA91660696019225972500
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A30000000000000000000000000000000000000000,7855FE62F25895B90D08703AE884D1B436B72B16328B0AB863B49A95903B12A7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A40000000000000000000000000000000000000000,4250A337B8621F26325444042A3313073832FFC1260921C35DFB4572E203BAF2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A50000000000000000000000000000000000000000,FBEB71CAC157F0B5854198717E9BF54F06D4FB08F76175FC06F30A4B8992E7A9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A60000000000000000000000000000000000000000,8D4F3EFA76BA0A5D742CB96B1AA00229547F986D8AF78A5110A956D36BF6A824
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A70000000000000000000000000000000000000000,C67DF4726C7ED6655BB502E054108ADFEBA1B2DFCCD612AD0E4211F22104DFCE
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A80000000000000000000000000000000000000000,DC08B962FEBDD5964609CA020B4305D9BD7EF9D296C02037DA14FFB810DEC4E7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000A90000000000000000000000000000000000000000,7D5383B87552C0195594595B7CE2C7AB11BD8CA6EB788F33F4D2604D560A22A4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000AA0000000000000000000000000000000000000000,CF38A06281A4A9C12C0CD654B348AD2FE51D9DF1735A8F7E2C6340A34CC67463
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000AB0000000000000000000000000000000000000000,FEFF2206988AA7B01D20A4F755559884E99F485EAAE33B5EE49B5B07E52B7EBA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000AC0000000000000000000000000000000000000000,597A15728421D2485042F97FE4B98BF2336E36C5A5C432C7E81EE038582E0444
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000AD0000000000000000000000000000000000000000,3A1FFF41C29E821546072FB2F007CE19C60E77870EEA8EE1810CD03A193F2C2A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000AE0000000000000000000000000000000000000000,AFCC82F2383695090B67F6C8855F899E66D710857485ACE8EA0D3EFDC54E79DB
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000AF0000000000000000000000000000000000000000,5C7960B768ADEF9524C2E65FF8A99ACB69E88E975E92C9EE90886375053D95A8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B00000000000000000000000000000000000000000,89468FDBCAC03DB0BC63B7B39E2DAC50531847BFD27E1C3246AFAA3FE02C48E6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B10000000000000000000000000000000000000000,1C00D5AE5AFDA4E13C76082777380EE6AED475273903A37474BD140489526DF0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B20000000000000000000000000000000000000000,180F83B3FC2CC971DD68DFC77C0960E53E21955403B1EBC04864AA4CBA811A3E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B30000000000000000000000000000000000000000,3850D80A3CC4E7BCACC1256D899833132058026D4258274720E46BE26C4997FF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B40000000000000000000000000000000000000000,7F66D1AFA01B74C7825336AB615AA0481ED0566BE5F20C83A65EC9E71FC658E4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B50000000000000000000000000000000000000000,3762ED072274ED0D38945CA19D81A4596760277DBC5A7C2C73F6231B80B9344C
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B60000000000000000000000000000000000000000,4387EFFAEB3118001E766484C8B591F7AD4BA1CE9EB759B1BFEA3B9A4934E04B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B70000000000000000000000000000000000000000,89497DA80DD2C078BCA0470B51C8A9F227BFA63BDD5BF4610B325A377BEB67DF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B80000000000000000000000000000000000000000,ACE3BDD279A33CF666D7D06F1018493E811C57247EDC6C668AB4F411DD22FCB4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000B90000000000000000000000000000000000000000,8CF1E30B2D6338C428605700AD649E28CFB87C674931065DB212621F4950A2C2
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000BA0000000000000000000000000000000000000000,6BCAD0C54790E781BFF2334372AF80C61EE06FC1938DC590A83A231915C529E7
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000BB0000000000000000000000000000000000000000,2D71BD75B5F42894EEBB64B9D75C6B02A641F9C7F56FF9544BACC5400E2D1587
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000BC0000000000000000000000000000000000000000,DCDC54709979DF7CB0D73B0B88799BAA338377899898C832C613280AB3D2E444
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000BD0000000000000000000000000000000000000000,36448591B167AACF9CFD55B51083114CC5B51AA7B1E93A6778F4D1691B533FD8
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000BE0000000000000000000000000000000000000000,1152C83E52EF8F1560BED77F1837BBDE51EA9918E13651744C8C48A40B2AD6E6
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000BF0000000000000000000000000000000000000000,1EDDAC8D8EAFA1BB03868D4C6AA144FEA356C20C73161B07582D5F06B9555D31
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C00000000000000000000000000000000000000000,F4470BDC1B8D05D4CF3BBF853AA7E9ACA83363323917C5B7FAB63CA7DB0CA175
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C10000000000000000000000000000000000000000,45881FC780262E02C7BB91F56C26E6240734B893B3A9018DD87107D646655F27
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C20000000000000000000000000000000000000000,88CC743C6F96F96A12C40CD20DA4A6ACDC739D5F1DE2055E1A18C6ECC43F620E
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C30000000000000000000000000000000000000000,745AAA02665DDF34E44C1E0237A5056798C571417F02B3FD8B83BFA02DF8BA3B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C40000000000000000000000000000000000000000,A49E4F159847C97A89317599A92FA6865AC5A49FB5312D00D1700CB21EEF0312
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C50000000000000000000000000000000000000000,4BE84EC82A5100169EFCF5E4ED9119E5738014FA25B3BCBC1AD6F47278555284
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C60000000000000000000000000000000000000000,738CD55286DCE881DC801B3E9584EAB69CA958C37F64521FA12CCC94632684ED
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C70000000000000000000000000000000000000000,BF5237E3611F51FDFDBF111D6CA968DF1083CAEB5C98D5C1BB56B160F304CB86
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C80000000000000000000000000000000000000000,871857326F6F66A1B00207C7FE0BCEE16DE776CC6730490F330B2D4982AD7644
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000C90000000000000000000000000000000000000000,2B34A753B720F76A83FAE0E343766CC45664B6AF0CFDDD109F2DA7B89275D772
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000CA0000000000000000000000000000000000000000,EE30CA4846D8BB88726E154FAC4182EFB12F49764B65F89ECEC4713C59A68614
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000CB0000000000000000000000000000000000000000,1D7D6666E242CB264FDE2B253515995CD17B1DAC1A0A532AEC9F00248A91C7BC
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000CC0000000000000000000000000000000000000000,F17A738AA0F6702A365A548BEA7338D6B3C18E296E51793686D149A22A895701
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000CD0000000000000000000000000000000000000000,CF39AD63374FF353F8B1536D2820F36B9477A8B50302DEC4D8998DCE2D32190D
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000CE0000000000000000000000000000000000000000,11904805A1763CCDCC28C0143448CAF8DBC5F090034538E5AF6465BAFBA853A0
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000CF0000000000000000000000000000000000000000,67358CD7DA52BCDD4F3FFF1DC163ED7E061FDC47FD122906143D3EEAE1A33D18
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D00000000000000000000000000000000000000000,D5A21B75D4873D6C968F0F6441B89F4B2492AC974F4662AE4F21E3304E93A941
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D10000000000000000000000000000000000000000,990E5427B75D9C7CE5F609B9C6AE5713DDE13A596F4A5572E843D03497ADE3DF
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D20000000000000000000000000000000000000000,AADE2FC0CD93BB03D76649C5BB8C10500C09EF1321BC86D603D48E7A4A571178
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D30000000000000000000000000000000000000000,AB7F354BB6AC421513AC155E2DF476CDEC663EA89622804ACE00A022FE20993F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D40000000000000000000000000000000000000000,7AA865F4F8421EA7D8622513C22B9F75687DBD92B06560EC5775F0F2127767F3
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D50000000000000000000000000000000000000000,A3BC8A6618D7999B83783DB29ABDD9C84C51546B6DAAB3BC8F1F16F2F9C77F1B
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D60000000000000000000000000000000000000000,4EF7500CAB19513EBE70E67EB2BE4922A77FB022224EF0F51B9357F6EF85A18A
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D70000000000000000000000000000000000000000,D255900E724A7EB7BAFB3228904CDBC284E21EFCFDAEA6BFD02EB953C634E41F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D80000000000000000000000000000000000000000,8F8FEB57733E3DF99D388851991785B7722164221FD8EFBAF99A4279DE16E6CA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000D90000000000000000000000000000000000000000,7B1940E4AB39E71B1B16A82E7C6306766D3322D3F7A8B4BF11ACC5E6B23D0DF9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000DA0000000000000000000000000000000000000000,ACF91214E084D55E2A2D3B526B2CC5151EA12F2BB6B0431AD43508EF5FEB6A67
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000DB0000000000000000000000000000000000000000,9C84F0BD971145F01B38A63446A56F01DB2DBF4DD3C69CA16A7A40A4DFDE70A9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000DC0000000000000000000000000000000000000000,5B43BCE5B20B6B167DB1CBF26114B14E8DBBBA616B99F1D427AD9E1B11879D37
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000DD0000000000000000000000000000000000000000,B78EA35233FCD07AAC6230B0B436736B808DE3894A1CB3247BF1A4102161A5F3
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000DE0000000000000000000000000000000000000000,69CA058643B40387B3FF99A6038B10E737527902A5D662AC40DAEA761FF4A9FA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000DF0000000000000000000000000000000000000000,5C0AE35B8DA0121154E526F0EA768DE23AD780964EA7ECBFDCE9AC7EAE95D046
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E00000000000000000000000000000000000000000,FFC1976259F8D87F3A5841207CC2D1629D93913E85D60759A3DA9A134B3D3657
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E10000000000000000000000000000000000000000,882A39AED5BA38BECD1722990435567BC6E9DBF3FA460A17D3A37250E2F7711F
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E20000000000000000000000000000000000000000,6F42924636CD546A38E95FA9FB7D277836BFE558EDD2E8FCB58D1840048422F4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E30000000000000000000000000000000000000000,9BE020BE511900E8276EFE6F80A3CA3643424FCFBE339A6B07F0CCF6B8BBED07
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E40000000000000000000000000000000000000000,1D9DB6BFF7BA55B87378FC8ABBAE3F86F3A2DCE05909CCAE46C5873BE8E02D57
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E50000000000000000000000000000000000000000,233F4A8CA23555D330F478A9BC2FFFA4DD8D389DFC874F9F6546FD10D27DDD48
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E60000000000000000000000000000000000000000,6E6284375BB75AD5967341064168ABAB74DAA910299B408125522243BFCF0F18
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E70000000000000000000000000000000000000000,4672EF6D270F64D15CF95236C923B6D383AFA51D36EFB9DFA8ED1C476A3A8FD4
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E80000000000000000000000000000000000000000,FC677BE1535648875083B8D8FA9B082138AA8DC04F172539DA50A62E167802A9
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000E90000000000000000000000000000000000000000,E1E486E4E1F11F5C2A3034C25B8DE1568064605E572FCD77E66CC9F029958DCA
0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000EA0000000000000000000000000000000000000000,CF0E54BCC2F8C6380D3F7652FF4BD98E00617C0EBFF7251AFEACDA9FEC0E2AA5
